sexo,forma_envio_solicitacao,estado_onde_reside,produto_solicitado,dia_vencimento,tipo_endereco,idade,estado_civil,qtde_dependentes,nacionalidade,qtde_contas_bancarias,renda_mensal_regular,renda_extra,possui_telefone_residencial,possui_email,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,possui_carro,vinculo_formal_com_empresa,meses_no_trabalho,local_onde_reside,tipo_residencia,meses_na_residencia,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,inadimplente
M,internet,SP,1,15,1,43,7,1,1,0,1100.0,0.0,1,1,0,0,0,0,0,0,1,0,615.0,2.0,3.0,9.0,2.0,,,1
F,presencial,PA,1,15,1,44,1,0,1,1,400.0,0.0,1,0,0,0,0,0,0,1,0,0,670.0,1.0,6.0,9.0,4.0,0.0,0.0,1
F,correio,MG,2,1,1,32,1,1,1,1,660.0,0.0,1,1,0,0,0,0,0,0,1,0,315.0,0.0,0.0,9.0,2.0,11.0,,1
M,presencial,BA,1,10,1,77,2,0,1,1,350.0,0.0,0,1,0,0,0,0,0,0,0,0,489.0,1.0,60.0,,,,,1
M,presencial,PR,1,10,1,36,1,0,1,1,429.0,0.0,1,0,0,0,0,0,0,1,1,0,870.0,1.0,10.0,0.0,0.0,0.0,0.0,0
M,correio,RJ,1,15,1,43,2,0,1,0,281.0,0.0,1,1,0,0,0,0,0,0,1,0,244.0,1.0,1.0,11.0,4.0,11.0,,1
M,internet,PE,1,5,1,30,2,0,1,0,900.0,0.0,1,1,0,0,0,0,0,0,1,0,506.0,0.0,3.0,9.0,2.0,,,0
M,internet,RS,1,20,1,7,2,0,1,0,287.0,0.0,0,1,0,0,0,0,0,0,1,0,935.0,1.0,1.0,9.0,2.0,11.0,,1
M,internet,MT,1,20,1,42,6,0,1,0,350.0,0.0,1,1,1,0,0,0,0,0,1,0,787.0,1.0,11.0,9.0,2.0,,,0
F,internet,BA,2,15,1,24,2,0,1,0,803.0,0.0,0,1,0,0,0,0,0,0,1,0,455.0,1.0,2.0,9.0,5.0,,,1
M,internet,PA,1,10,1,45,1,1,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,661.0,1.0,2.0,,1.0,,,1
F,internet,MG,1,5,1,36,2,0,1,0,420.0,80.0,0,1,0,0,0,0,0,0,1,0,396.0,1.0,20.0,9.0,,,,0
F,internet,RS,1,20,1,32,2,0,1,0,1669.0,0.0,1,1,0,0,0,0,0,0,1,0,962.0,1.0,0.0,6.0,5.0,,3.0,1
M,presencial,MA,1,20,1,31,2,2,1,1,609.0,0.0,1,0,0,0,0,0,0,1,1,0,650.0,1.0,5.0,0.0,0.0,0.0,0.0,1
F,internet,BA,1,20,1,38,2,2,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,403.0,1.0,38.0,2.0,4.0,,,0
F,correio,CE,1,25,2,30,2,2,1,0,361.0,0.0,1,1,0,0,0,0,0,0,1,0,635.0,1.0,1.0,9.0,2.0,11.0,,0
M,presencial,MA,1,10,1,44,2,3,1,1,245.0,0.0,0,1,0,0,0,0,0,1,1,0,654.0,1.0,12.0,9.0,1.0,0.0,0.0,1
M,presencial,BA,2,10,1,37,2,0,1,1,500.0,0.0,1,1,0,0,0,0,0,1,0,0,452.0,1.0,0.0,0.0,0.0,0.0,0.0,0
F,internet,AC,1,10,1,31,1,0,1,0,950.0,0.0,1,1,0,0,0,0,0,0,1,0,699.0,1.0,6.0,9.0,2.0,,,0
F,internet,SP,1,25,1,53,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,1,0,603.0,1.0,,,,,,0
M,presencial,RS,1,10,1,65,4,0,1,0,511.0,0.0,1,1,0,0,0,0,0,0,0,0,949.0,1.0,1.0,9.0,1.0,11.0,,1
F,presencial,MG,1,10,1,31,1,0,1,1,416.0,0.0,1,0,1,0,0,0,0,1,0,0,308.0,1.0,1.0,9.0,4.0,0.0,0.0,1
M,internet,SP,1,5,1,34,2,0,1,0,423.0,558.0,1,1,0,0,0,0,0,0,1,0,221.0,1.0,8.0,9.0,2.0,,,0
M,correio,PB,1,5,1,50,2,0,1,0,1650.0,0.0,0,1,0,0,0,0,0,0,1,0,580.0,1.0,0.0,9.0,3.0,11.0,,1
F,internet,RS,1,15,1,45,2,4,1,0,332.0,600.0,1,1,1,0,0,0,0,0,1,0,917.0,1.0,8.0,9.0,2.0,,,1
M,internet,RS,1,10,1,27,1,0,1,0,352.0,0.0,1,1,1,0,0,0,0,0,1,0,948.0,1.0,4.0,9.0,2.0,,,0
F,internet,RJ,1,15,1,70,1,0,1,0,499.0,0.0,0,1,0,0,0,0,0,0,0,0,217.0,0.0,2.0,9.0,1.0,,,1
F,internet,RS,1,15,1,41,1,1,1,0,360.0,0.0,1,1,0,0,0,0,0,0,1,0,944.0,1.0,18.0,9.0,2.0,,,1
F,presencial,MG,2,10,1,27,2,1,0,0,372.0,0.0,1,1,0,0,0,0,0,1,1,0,355.0,1.0,0.0,9.0,2.0,11.0,0.0,0
F,presencial,ES,1,10,1,62,1,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,295.0,1.0,40.0,0.0,0.0,0.0,0.0,1
F,internet,SP,1,10,1,30,1,0,1,0,350.0,0.0,1,1,1,0,0,0,0,0,1,0,614.0,2.0,1.0,9.0,2.0,,,1
F,internet,PB,1,25,1,32,2,0,1,0,250.0,0.0,1,1,0,0,0,0,0,0,0,0,581.0,1.0,0.0,,,,,1
M,internet,MT,1,25,1,38,6,0,1,0,495.0,0.0,0,1,0,0,0,0,0,0,1,0,785.0,1.0,15.0,6.0,2.0,,,0
M,presencial,SP,1,15,1,19,1,0,1,1,500.0,0.0,1,1,0,0,0,0,0,1,1,0,169.0,1.0,1.0,9.0,2.0,0.0,0.0,1
M,internet,BA,1,15,1,29,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,455.0,0.0,15.0,,4.0,,,0
M,presencial,CE,1,10,1,38,2,2,0,1,2141.0,0.0,1,1,0,0,0,0,0,1,1,0,603.0,2.0,0.0,9.0,1.0,11.0,0.0,0
F,internet,MT,1,15,1,48,2,0,1,0,500.0,0.0,0,1,0,0,0,0,0,0,1,0,780.0,1.0,1.0,9.0,5.0,,,1
M,internet,SP,1,10,1,26,2,2,1,0,472.0,0.0,1,1,0,0,0,0,0,0,1,0,726.0,1.0,0.0,9.0,2.0,,,0
F,internet,PE,1,10,1,53,4,0,1,0,552.0,0.0,1,1,0,0,0,0,0,0,0,0,557.0,1.0,10.0,6.0,1.0,,,0
F,presencial,CE,1,10,1,50,2,2,1,1,350.0,0.0,1,0,0,0,0,0,0,1,1,0,608.0,1.0,16.0,9.0,5.0,0.0,0.0,1
F,presencial,SP,1,10,1,27,2,0,1,1,399.0,0.0,1,1,0,0,0,0,0,1,1,0,131.0,2.0,0.0,6.0,0.0,0.0,0.0,0
M,internet,PE,1,10,1,70,2,0,1,0,1682.0,0.0,1,1,1,0,0,0,0,0,0,0,530.0,1.0,4.0,9.0,1.0,,,0
F,internet,BA,1,5,1,35,2,0,1,0,433.0,0.0,1,1,1,1,0,0,0,0,0,0,413.0,1.0,8.0,9.0,2.0,,,0
M,correio,RO,1,15,1,34,1,0,1,1,4326.0,0.0,1,1,0,0,0,0,0,0,1,0,789.0,1.0,1.0,11.0,2.0,11.0,,0
F,internet,RO,1,10,1,19,2,0,1,0,525.0,0.0,1,1,0,0,0,0,0,0,1,0,789.0,1.0,19.0,9.0,2.0,,,0
F,presencial,BA,1,5,1,71,2,2,1,1,400.0,0.0,0,0,0,0,0,0,0,1,0,0,456.0,1.0,30.0,9.0,1.0,0.0,0.0,0
F,internet,MT,1,15,1,18,1,0,1,0,900.0,0.0,1,1,0,0,0,0,0,0,1,0,780.0,1.0,7.0,9.0,2.0,,,0
M,internet,PB,1,5,1,34,2,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,586.0,1.0,8.0,9.0,4.0,,,0
F,presencial,SP,1,10,1,18,1,0,1,1,396.0,0.0,1,0,0,0,0,0,0,1,1,0,644.0,1.0,13.0,9.0,2.0,0.0,0.0,1
F,internet,SP,1,10,1,49,2,4,1,0,642.0,0.0,1,1,1,0,0,0,0,0,0,0,713.0,2.0,6.0,9.0,5.0,,,0
M,internet,PR,1,10,1,21,1,0,1,0,561.0,0.0,1,1,0,0,0,0,0,0,0,0,872.0,1.0,21.0,,,,,1
F,presencial,RS,1,25,1,29,2,0,1,1,1000.0,0.0,1,0,0,0,0,0,0,1,1,0,948.0,1.0,1.0,9.0,2.0,0.0,0.0,1
F,presencial,MG,2,25,1,45,2,0,1,1,485.0,0.0,1,0,0,0,0,0,0,1,1,0,384.0,1.0,2.0,9.0,2.0,0.0,0.0,0
M,presencial,GO,1,15,1,28,2,0,1,1,627.0,0.0,1,0,0,0,0,0,0,1,1,0,752.0,5.0,1.0,9.0,2.0,0.0,0.0,1
M,internet,SP,1,15,1,50,2,3,1,0,871.0,0.0,1,1,1,1,0,0,0,0,1,0,715.0,1.0,15.0,9.0,2.0,,,1
F,internet,SP,1,5,1,29,1,0,1,0,840.0,0.0,1,1,0,0,0,0,0,0,0,0,882.0,1.0,2.0,,,,,0
F,internet,MT,1,10,1,41,1,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,781.0,1.0,3.0,9.0,5.0,,,0
M,presencial,AL,7,5,1,61,2,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,570.0,1.0,7.0,9.0,0.0,0.0,0.0,0
F,internet,RS,1,25,1,50,2,1,1,0,317.0,500.0,1,1,0,0,0,0,0,0,1,0,950.0,2.0,0.0,9.0,1.0,,,0
M,internet,SP,2,20,1,35,2,0,1,0,714.0,0.0,1,1,0,0,0,0,0,0,0,0,143.0,1.0,12.0,,,,,0
F,internet,PE,1,1,1,58,2,1,1,0,1000.0,0.0,0,1,0,1,0,0,0,0,0,0,548.0,1.0,27.0,2.0,4.0,,,1
F,presencial,SP,1,15,1,31,2,0,1,1,489.0,0.0,1,1,0,0,0,0,0,1,0,0,714.0,1.0,10.0,11.0,5.0,11.0,0.0,1
F,presencial,PB,1,10,1,72,1,0,1,1,350.0,0.0,0,0,0,0,0,0,0,1,0,0,581.0,1.0,40.0,9.0,1.0,0.0,0.0,1
F,internet,RS,1,10,1,46,4,1,1,0,293.0,0.0,1,1,0,0,0,0,0,0,1,0,925.0,1.0,5.0,11.0,,,,0
F,internet,SP,1,10,1,32,1,2,1,0,635.0,200.0,0,1,0,0,0,0,0,0,1,0,613.0,5.0,33.0,9.0,5.0,,,1
F,presencial,SE,1,10,1,20,1,0,1,1,581.0,0.0,1,0,0,0,0,0,0,1,1,0,129.0,1.0,3.0,9.0,2.0,0.0,0.0,1
F,internet,RS,1,15,1,28,2,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,948.0,1.0,15.0,9.0,4.0,,,0
F,presencial,DF,1,1,1,50,3,0,1,1,970.0,0.0,1,1,0,0,0,0,0,1,0,0,725.0,1.0,15.0,0.0,0.0,0.0,0.0,1
F,presencial,MA,1,25,1,86,4,0,1,1,350.0,0.0,0,1,0,0,0,0,0,1,0,0,656.0,1.0,2.0,0.0,0.0,0.0,0.0,1
F,presencial,SP,1,10,1,50,2,0,1,1,450.0,0.0,1,1,0,0,0,0,0,1,0,0,859.0,1.0,23.0,11.0,3.0,11.0,0.0,0
M,presencial,RJ,1,10,1,33,1,0,1,1,493.0,0.0,1,1,0,0,0,0,0,1,0,0,289.0,1.0,8.0,0.0,0.0,0.0,0.0,0
M,presencial,RJ,1,15,1,56,2,0,1,1,1175.0,0.0,1,0,0,0,0,0,0,1,0,0,279.0,1.0,8.0,9.0,1.0,0.0,0.0,0
F,presencial,BA,1,20,1,38,1,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,412.0,1.0,2.0,9.0,4.0,0.0,0.0,1
M,internet,PE,1,15,1,30,2,0,1,0,1780.0,0.0,1,1,0,0,0,0,0,0,1,0,569.0,2.0,0.0,9.0,2.0,,,0
F,presencial,MG,1,5,1,27,2,2,1,1,225.0,0.0,1,0,0,0,0,0,0,1,1,0,365.0,2.0,1.0,9.0,2.0,9.0,3.0,0
M,presencial,RJ,1,5,1,68,2,0,1,1,1500.0,0.0,0,1,0,0,0,0,0,1,0,0,289.0,1.0,30.0,0.0,0.0,0.0,0.0,0
F,presencial,PE,1,10,1,59,1,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,550.0,1.0,5.0,9.0,1.0,0.0,0.0,1
M,internet,PE,1,10,1,48,2,0,1,0,550.0,0.0,1,1,0,0,0,0,0,0,1,0,513.0,1.0,26.0,,,,,0
M,internet,CE,1,25,1,41,2,2,1,0,250.0,0.0,1,1,0,0,0,0,0,0,0,0,616.0,1.0,3.0,9.0,4.0,,,0
M,internet,PE,1,1,1,41,2,2,1,0,1774.0,0.0,1,1,1,0,0,0,0,0,0,0,512.0,1.0,11.0,9.0,5.0,,,0
M,presencial,CE,1,10,1,68,4,1,1,0,1297.0,798.0,1,1,1,0,0,0,0,1,1,0,608.0,,0.0,9.0,1.0,11.0,0.0,1
M,internet,CE,2,10,1,43,2,1,1,0,800.0,0.0,0,1,0,0,0,0,0,1,0,0,638.0,1.0,7.0,9.0,5.0,,,1
F,internet,RN,1,10,1,33,5,0,1,0,300.0,0.0,1,1,0,0,0,0,0,0,0,0,596.0,1.0,2.0,,,,,1
F,presencial,PA,1,25,1,52,4,0,1,1,479.0,0.0,1,0,0,0,0,0,0,1,0,0,671.0,1.0,12.0,0.0,1.0,0.0,0.0,1
M,presencial,PA,1,5,1,55,2,0,1,1,350.0,0.0,0,0,0,0,0,0,0,1,0,0,687.0,1.0,10.0,9.0,1.0,0.0,0.0,0
M,presencial,PE,1,10,1,47,2,1,1,1,600.0,0.0,1,0,0,0,0,0,0,1,0,0,550.0,1.0,49.0,9.0,4.0,0.0,0.0,0
F,presencial,CE,1,25,1,52,2,0,1,1,400.0,0.0,1,0,0,0,0,0,0,1,0,0,607.0,1.0,0.0,9.0,4.0,9.0,4.0,0
M,internet,PA,1,10,1,44,1,0,1,0,380.0,0.0,1,1,0,1,0,0,0,0,0,0,671.0,1.0,6.0,9.0,4.0,,,0
M,internet,RS,1,5,1,50,1,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,948.0,1.0,2.0,,4.0,,,0
M,presencial,DF,1,25,1,44,1,0,1,1,988.0,0.0,1,1,1,0,0,0,0,1,1,0,726.0,5.0,1.0,9.0,5.0,0.0,0.0,1
F,internet,MS,1,15,1,41,2,2,1,0,400.0,0.0,1,1,1,0,0,0,0,0,0,0,790.0,1.0,0.0,9.0,4.0,12.0,4.0,1
F,internet,RJ,1,10,1,39,2,0,1,0,1000.0,0.0,1,1,0,0,0,0,0,0,0,0,235.0,1.0,6.0,9.0,4.0,,,0
F,internet,SP,1,10,1,18,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,114.0,1.0,,2.0,2.0,,,0
F,internet,PA,1,10,1,64,1,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,684.0,1.0,2.0,9.0,2.0,,,1
F,presencial,RS,1,10,1,44,2,0,1,1,500.0,0.0,1,1,0,0,0,0,0,1,1,0,948.0,1.0,17.0,9.0,2.0,0.0,0.0,1
F,internet,PE,1,5,1,51,1,0,1,0,1714.0,0.0,1,1,1,0,0,0,0,0,1,0,508.0,,10.0,9.0,2.0,,,0
F,internet,RJ,1,5,1,71,4,0,2,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,244.0,1.0,40.0,,,,,0
F,presencial,PE,1,15,1,45,2,0,1,1,2818.0,0.0,1,0,0,0,0,0,0,1,0,0,513.0,1.0,10.0,0.0,0.0,0.0,0.0,0
M,presencial,PR,1,15,1,33,1,0,1,1,500.0,0.0,1,0,0,0,0,0,0,1,1,0,840.0,1.0,5.0,9.0,2.0,0.0,0.0,0
F,presencial,PE,7,10,1,51,2,0,1,0,1509.0,0.0,1,1,0,0,0,0,0,0,0,0,501.0,,,,,11.0,,0
M,internet,SP,1,5,1,59,1,0,1,1,471.75,0.0,1,1,1,1,0,0,0,0,0,0,144.0,1.0,40.0,9.0,1.0,,,1
F,presencial,RJ,1,25,1,38,2,0,1,1,210.0,0.0,1,0,0,0,0,0,0,1,0,0,244.0,0.0,0.0,0.0,4.0,0.0,0.0,0
M,internet,MG,1,10,1,48,2,0,1,0,1650.0,0.0,0,1,0,0,0,0,0,0,1,0,384.0,2.0,1.0,9.0,2.0,,,0
F,presencial,PR,1,10,1,39,2,0,1,1,3210.0,0.0,1,0,0,0,0,0,0,1,1,0,830.0,2.0,0.0,9.0,0.0,0.0,0.0,1
M,internet,MG,1,10,1,48,2,0,1,0,1100.0,0.0,0,1,0,0,0,0,0,0,1,0,387.0,1.0,10.0,9.0,2.0,,,0
M,internet,RS,1,10,1,20,1,0,1,0,502.0,0.0,1,1,0,0,0,0,0,0,0,0,912.0,5.0,3.0,2.0,,,,1
M,internet,CE,1,25,1,19,1,0,1,0,480.0,0.0,1,1,0,0,0,0,0,0,1,0,619.0,1.0,6.0,9.0,2.0,,,1
F,internet,RS,1,20,1,49,6,0,1,0,450.0,0.0,0,1,0,0,0,0,0,0,0,0,962.0,1.0,22.0,2.0,4.0,,,1
F,internet,RS,1,10,1,25,2,0,1,0,1104.0,0.0,1,1,1,0,0,0,0,0,1,0,940.0,1.0,5.0,9.0,2.0,,,1
M,presencial,PE,1,10,1,38,2,2,1,1,450.0,0.0,1,0,0,0,0,0,0,1,0,0,541.0,1.0,0.0,9.0,4.0,0.0,0.0,0
M,internet,CE,1,5,1,45,2,0,1,0,620.0,0.0,0,1,0,0,0,0,0,0,1,0,600.0,1.0,10.0,9.0,2.0,,,0
F,internet,MT,1,10,1,60,3,0,1,0,385.0,600.0,1,1,0,0,0,0,0,0,0,0,788.0,1.0,4.0,9.0,1.0,,,0
M,presencial,SP,1,25,1,41,1,0,1,1,950.0,0.0,1,0,1,1,0,0,0,1,1,0,150.0,1.0,15.0,9.0,0.0,0.0,0.0,1
F,presencial,SP,1,10,1,37,2,2,1,1,481.0,0.0,1,1,0,0,0,0,0,1,1,0,708.0,1.0,7.0,9.0,2.0,9.0,4.0,0
M,internet,MG,2,1,1,19,1,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,374.0,5.0,19.0,9.0,2.0,,,0
M,internet,MT,1,15,1,37,2,2,1,0,870.33,0.0,1,1,0,0,0,0,0,0,1,0,780.0,1.0,16.0,10.0,2.0,2.0,4.0,0
M,internet,RS,1,1,1,49,2,0,1,0,677.0,0.0,1,1,0,0,0,0,0,0,0,0,960.0,1.0,12.0,2.0,4.0,,,0
M,internet,AL,1,10,1,43,2,0,1,0,809.0,0.0,0,1,0,0,0,0,0,0,0,0,570.0,,0.0,9.0,5.0,,,1
F,internet,SP,1,20,1,22,1,0,1,0,720.25,0.0,1,1,1,1,0,0,0,0,1,0,938.0,1.0,22.0,9.0,2.0,,,0
F,presencial,PR,1,5,1,47,4,0,1,1,525.0,0.0,1,1,0,0,0,0,0,1,0,0,850.0,1.0,20.0,2.0,2.0,0.0,0.0,0
M,presencial,SP,1,10,1,40,2,2,1,1,706.0,0.0,1,1,0,0,0,0,0,1,1,0,841.0,1.0,10.0,9.0,2.0,0.0,0.0,0
M,internet,MG,1,15,1,64,5,0,1,0,517.0,0.0,0,1,0,0,0,0,0,0,0,0,329.0,1.0,7.0,9.0,1.0,,,0
F,correio,SP,1,20,1,38,2,2,1,0,596.0,0.0,1,1,0,0,0,0,0,0,1,0,641.0,1.0,1.0,11.0,2.0,11.0,,0
M,internet,GO,2,25,1,42,2,0,1,0,1200.0,0.0,1,1,0,0,0,0,0,0,0,0,756.0,5.0,0.0,9.0,5.0,,,1
F,internet,PA,1,5,1,69,4,0,1,0,880.0,0.0,1,1,0,0,0,0,0,0,0,0,672.0,1.0,1.0,,1.0,,,0
F,internet,CE,1,1,1,25,1,0,1,0,415.0,0.0,1,1,0,0,0,0,0,0,1,0,628.0,1.0,1.0,9.0,2.0,,,1
F,internet,MG,1,20,1,34,2,2,1,0,400.0,0.0,1,1,0,0,0,0,0,0,1,0,360.0,2.0,6.0,9.0,2.0,,,1
M,presencial,PA,1,20,1,56,1,3,1,1,500.0,0.0,0,0,0,0,0,0,0,1,1,0,685.0,1.0,8.0,2.0,4.0,0.0,0.0,0
F,internet,RS,1,10,1,24,2,0,1,0,450.0,0.0,1,1,0,0,0,0,0,0,1,0,948.0,1.0,15.0,9.0,2.0,,,1
F,presencial,ES,1,10,1,81,2,0,1,1,1050.0,0.0,0,0,0,0,0,0,0,1,0,0,293.0,1.0,80.0,9.0,1.0,0.0,0.0,1
F,correio,MG,2,15,1,28,1,2,1,0,360.0,0.0,1,1,0,0,0,0,0,0,1,0,318.0,1.0,1.0,9.0,2.0,11.0,,1
M,presencial,MG,1,10,1,70,2,0,1,1,350.0,0.0,0,0,0,0,0,0,0,1,0,0,365.0,1.0,15.0,9.0,1.0,0.0,0.0,1
F,presencial,PE,1,10,1,48,1,0,0,1,959.0,0.0,1,1,1,0,0,0,0,1,1,0,500.0,1.0,1.0,9.0,1.0,11.0,0.0,0
F,internet,ES,1,5,1,70,2,9,1,0,351.33,0.0,0,1,0,0,0,0,0,0,0,0,291.0,1.0,10.0,9.0,5.0,,,1
M,internet,SP,1,10,1,36,2,1,1,0,566.0,0.0,1,1,0,0,0,0,0,0,1,0,641.0,1.0,6.0,9.0,5.0,,,1
M,internet,RS,1,5,1,59,2,0,1,0,1400.0,0.0,1,1,0,0,0,0,0,0,0,0,960.0,,30.0,,,,,1
M,internet,SC,1,15,1,41,5,0,1,0,217.0,0.0,1,1,0,0,0,0,0,0,1,0,961.0,1.0,2.0,9.0,2.0,,,0
M,internet,SP,1,5,1,23,1,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,784.0,1.0,5.0,2.0,,,,0
F,internet,BA,1,5,1,44,2,0,1,0,1310.0,0.0,0,1,0,0,0,0,0,0,1,0,484.0,1.0,1.0,9.0,2.0,11.0,,0
M,internet,BA,1,25,1,28,2,2,1,0,419.0,0.0,1,1,0,0,0,0,0,0,0,0,443.0,1.0,6.0,9.0,4.0,,,1
F,internet,PR,1,20,1,36,1,1,1,0,470.0,0.0,1,1,0,0,0,0,0,0,1,0,844.0,1.0,33.0,9.0,2.0,,,0
F,presencial,RS,1,5,1,51,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,962.0,1.0,14.0,9.0,5.0,,,1
M,presencial,SP,1,20,1,27,2,2,1,1,1000.0,0.0,1,1,0,0,0,0,0,1,0,0,727.0,1.0,8.0,0.0,2.0,0.0,0.0,1
F,presencial,BA,1,1,1,50,2,0,1,1,350.0,0.0,0,0,0,0,0,0,0,1,0,0,458.0,1.0,5.0,9.0,1.0,0.0,0.0,0
F,internet,ES,1,15,1,41,2,0,1,0,2382.0,0.0,1,1,0,0,0,0,0,0,1,0,295.0,2.0,1.0,,,,,1
F,internet,BA,1,5,1,19,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,473.0,1.0,9.0,9.0,3.0,,,0
M,internet,RJ,1,10,1,68,4,0,1,0,248.0,0.0,1,1,0,0,0,0,0,0,0,0,289.0,1.0,45.0,9.0,5.0,,,0
M,internet,BA,1,10,1,50,1,0,1,0,381.0,0.0,0,1,0,0,0,0,0,0,0,0,484.0,1.0,,9.0,1.0,,,1
F,presencial,BA,2,10,1,30,1,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,454.0,2.0,1.0,0.0,0.0,0.0,0.0,0
F,internet,PE,1,10,1,49,2,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,555.0,1.0,31.0,,4.0,,,0
F,internet,PE,2,10,1,84,2,0,1,0,261.0,350.0,0,1,0,0,0,0,0,0,0,0,556.0,2.0,0.0,9.0,1.0,9.0,2.0,1
M,presencial,CE,1,5,1,30,2,1,1,1,350.0,464.0,1,1,0,0,0,0,0,1,1,0,634.0,2.0,1.0,9.0,2.0,11.0,0.0,1
F,internet,PR,1,10,1,33,2,0,1,0,479.0,0.0,1,1,0,0,0,0,0,0,1,0,855.0,1.0,12.0,13.0,2.0,,,0
F,presencial,BA,7,10,1,27,2,1,1,1,465.0,0.0,0,1,1,0,0,0,0,0,1,0,486.0,1.0,1.0,9.0,2.0,,,1
F,internet,RS,1,15,1,21,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,1,0,975.0,1.0,5.0,9.0,5.0,,,0
F,internet,RJ,1,25,1,64,2,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,289.0,1.0,,9.0,4.0,,,0
M,internet,RS,1,15,1,40,1,3,1,0,1195.68,0.0,1,1,0,0,0,0,0,0,1,0,955.0,1.0,2.0,9.0,2.0,,,1
F,presencial,AP,1,10,1,31,1,1,0,1,372.0,0.0,1,1,0,0,0,0,0,0,1,0,689.0,1.0,0.0,11.0,2.0,11.0,0.0,1
F,internet,RS,1,10,1,68,4,0,1,0,210.0,0.0,0,1,0,0,0,0,0,0,0,0,960.0,1.0,1.0,9.0,1.0,11.0,,0
F,presencial,PB,1,5,1,23,2,1,1,1,620.0,0.0,1,0,1,1,0,0,0,1,1,0,583.0,1.0,7.0,9.0,4.0,0.0,0.0,0
F,presencial,MT,1,15,1,32,1,0,1,1,680.0,0.0,1,0,0,0,0,0,0,1,1,0,781.0,1.0,15.0,9.0,5.0,0.0,0.0,0
M,presencial,RS,1,10,1,43,6,0,1,1,800.0,0.0,1,0,0,0,0,0,0,1,1,0,968.0,1.0,5.0,9.0,2.0,0.0,0.0,1
M,internet,RS,1,15,1,57,4,0,1,0,746.34,0.0,0,1,0,0,0,0,0,0,0,0,966.0,5.0,15.0,9.0,1.0,,,1
M,internet,SP,1,10,1,55,2,0,1,0,800.0,0.0,1,1,1,0,0,0,0,0,0,0,117.0,0.0,1.0,,1.0,,,1
F,internet,RJ,1,5,1,50,3,0,1,0,2376.0,0.0,1,1,1,1,0,0,0,0,0,0,289.0,2.0,6.0,9.0,2.0,,,0
F,internet,RJ,1,15,1,24,2,4,1,0,480.16,0.0,1,1,0,0,0,0,0,0,1,0,252.0,1.0,2.0,9.0,2.0,,,1
F,presencial,CE,1,15,1,79,6,0,1,1,350.0,0.0,0,0,1,0,0,0,0,1,0,0,607.0,1.0,1.0,0.0,1.0,0.0,0.0,0
F,correio,PA,1,15,1,40,5,1,1,0,935.0,0.0,1,1,0,0,0,0,0,0,1,0,666.0,1.0,1.0,9.0,2.0,11.0,,1
F,presencial,RN,1,10,1,45,2,2,0,1,782.0,0.0,1,1,0,0,0,0,0,1,1,0,595.0,1.0,0.0,9.0,2.0,11.0,0.0,1
F,internet,BA,1,10,1,41,4,0,1,0,351.0,0.0,1,1,0,0,0,0,0,0,0,0,456.0,1.0,19.0,9.0,1.0,,,0
F,presencial,GO,1,15,1,32,1,0,1,1,400.0,0.0,1,0,0,0,0,0,0,1,0,0,728.0,1.0,15.0,9.0,2.0,0.0,0.0,1
M,correio,MA,1,25,1,34,1,2,1,0,550.0,0.0,1,1,0,0,0,0,0,0,1,0,650.0,1.0,1.0,9.0,2.0,11.0,,1
F,internet,BA,2,5,1,74,4,8,1,0,552.0,0.0,1,1,0,0,0,0,0,0,0,0,453.0,1.0,7.0,,1.0,,,0
F,internet,SE,1,5,1,38,2,0,1,0,600.0,800.0,1,1,0,0,0,0,0,0,0,0,492.0,1.0,20.0,9.0,2.0,,,1
F,presencial,GO,2,10,1,30,1,2,1,1,463.0,0.0,1,1,1,0,0,0,0,1,1,0,740.0,1.0,11.0,9.0,2.0,0.0,0.0,1
